snid,timestamp [UNIX],sntime,T_air [°C],T_soil [°C],H_air [%RH],H_soil [%RH],x_nt,x_vs,x_bat,x_art,x_rst,x_ic,x_adc,x_usart,fault,antigen,danger,safe,fault label
41CC57CC,1628741279,17019,14.5,20.0,95.5,27.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.0,0.0,0
41CC57CC,1628741886,17020,14.59,19.94,95.19,27.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.019999999999999997,0.0,0
41CC57CC,1628742479,17021,14.5,20.5,95.09,27.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.03799999999999999,0.0,0
41CC57CC,1628743079,17022,14.39,18.57,95.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-,0.05999999999999999,0.0,0
41CC57CC,1628743679,17023,14.5,17.35,95.39,-1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-,0.04999999999999999,0.0,0
41CC57CC,1628744279,17024,14.59,17.75,95.5,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-,0.057999999999999996,0.0,0
41CC57CC,1628744879,17025,14.8,16.71,95.09,10.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-,0.10499999999999998,0.0,0
41CC57CC,1628745479,17026,15.0,18.75,94.8,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-,0.111,0.0,0
41CC57CC,1628746079,17027,15.3,18.19,95.39,10.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-,0.1273333333333333,0.0,0
41CC57CC,1628746679,17028,15.59,19.38,94.89,27.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.12466666666666669,0.0,0
41CC57CC,1628747279,17029,16.0,19.31,95.0,27.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.11633333333333333,0.0,0
41CC57CC,1628747879,17030,16.3,19.25,93.5,27.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.184,0.0,0
41CC57CC,1628748479,17031,16.69,19.19,93.19,27.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.12650000000000003,0.0,0
41CC57CC,1628749079,17032,17.09,19.19,92.8,27.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.16,0.0,0
41CC57CC,1628749679,17033,17.5,19.12,92.69,27.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.12599999999999997,0.0,0
41CC57CC,1628750279,17034,18.0,19.06,91.89,27.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.09706666666666665,0.0,0
41CC57CC,1628750879,17035,18.5,18.62,91.3,27.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.16666666666666669,0.0,0
41CC57CC,1628751479,17036,19.09,18.56,90.39,27.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.12819999999999998,0.0,0
41CC57CC,1628752079,17037,19.8,18.56,88.89,19.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-,0.15933333333333333,0.0,0
41CC57CC,1628752679,17038,20.3,17.57,87.39,14.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-,0.13404761904761905,0.0,0
41CC57CC,1628753279,17039,21.19,17.56,85.09,16.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-,0.2065,0.0,0
41CC57CC,1628753879,17040,25.69,17.49,73.5,18.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-,0.2758,0.0,0
41CC57CC,1628754479,17041,31.0,18.88,55.0,13.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-,0.23366666666666666,0.0,0
41CC57CC,1628755079,17042,33.8,18.88,58.39,27.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.20466666666666666,0.0,0
41CC57CC,1628755679,17043,34.89,18.88,48.8,27.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.21850000000000003,0.0,0
41CC57CC,1628756279,17044,35.8,18.94,52.69,27.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,0.12300000000000001,0.0,0
